name,url,rss,api,country,state,city,coverage,category,industry,source_type,signals,language,free,notes,feed_checked,feed_kind,feed_role
European Commission press corner,https://ec.europa.eu/commission/presscorner,https://ec.europa.eu/commission/presscorner/api/rss?language=en,,European Union,,Brussels,Regional,Government Programme,Technology,Government Agency,Government Grant; Programme Launch,English,Free,"Feed fetched and parsed 2026-07-29. EU-level announcements reaching member states with no national outlet. Grants, not venture rounds.",2026-07-29 200 ok,rss,direct
European Commission TED,https://ted.europa.eu,,,European Union,,,Europe,Public Procurement,Government,Government Portal,Procurement; Government Contract; Public Tender,English,Free,Official source URL verified on 2026-07-27.,,,
Eurostat,https://ec.europa.eu/eurostat,,,European Union,,,Europe,Government Open Data,Economics,EU Agency,Labor Market Trends; Economic Development; Salary Trends; Industry Data,English,Free,Official source URL verified on 2026-07-27.,,,
Tenders Electronic Daily,https://ted.europa.eu,,,European Union,,,Regional,Public Procurement,General,Public Procurement,Government Contract,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
FBC News,https://www.fbcnews.com.fj,https://www.fbcnews.com.fj/feed/,,Fiji,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. public broadcaster",2026-07-29 200 ok,rss,direct
Fiji Sun,https://fijisun.com.fj,,,Fiji,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. national daily; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://fijisun.com.fj/feed/).","2026-07-29 not live (404, 0 items)",,direct
Fiji Village,https://www.fijivillage.com,,,Fiji,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. news portal; no working RSS: this URL serves HTML; needs an HTML parser; served HTML not XML (ctype=text/html; charset=UTF-8) Feed not wired: not live (200, 0 items) (https://www.fijivillage.com/feed/).","2026-07-29 not live (200, 0 items)",,direct
The Fiji Times,https://www.fijitimes.com.fj,,,Fiji,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. national daily; no working RSS: this URL serves HTML; needs an HTML parser; served HTML not XML (ctype=text/html; charset=UTF-8) Feed not wired: not live (200, 0 items) (https://www.fijitimes.com.fj/feed/).","2026-07-29 not live (200, 0 items)",,direct
ArcticStartup,https://arcticstartup.com,,,Finland,,Helsinki,Regional,Startup Ecosystem,Technology,Startup Ecosystem,Funding,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://arcticstartup.com/feed/ returned read timeout.",2026-07-29 dead: read timeout,,
Helsingin Sanomat,https://www.hs.fi,https://www.hs.fi/rss/tuoreimmat.xml,,Finland,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Finnish,Free,"Verified by the europe region audit, 2026-07-29. Largest national daily.",2026-07-29 200 ok,rss,direct
Kauppalehti,https://www.kauppalehti.fi,,,Finland,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Finnish,Free,"Verified by the europe region audit, 2026-07-29. NEEDS HTML PARSING. /rss returns an HTML page; no feed declared in <head>. Main Finnish business daily. Feed not wired: not live (200, 0 items) (https://www.kauppalehti.fi/rss).","2026-07-29 not live (200, 0 items)",,direct
Talouselama,https://www.talouselama.fi,https://www.talouselama.fi/rss.xml,,Finland,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Finnish,Free,"Verified by the europe region audit, 2026-07-29. Business weekly.",2026-07-29 200 ok,rss,direct
Tivi,https://www.tivi.fi,https://www.tivi.fi/rss.xml,,Finland,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Finnish,Free,"Verified by the europe region audit, 2026-07-29. IT trade press; redirects to an api/feed path.",2026-07-29 200 ok,rss,direct
Yle Uutiset,https://yle.fi,https://feeds.yle.fi/uutiset/v1/recent.rss?publisherIds=YLE_UUTISET,,Finland,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Finnish,Free,"Verified by the europe region audit, 2026-07-29. Public broadcaster.",2026-07-29 200 ok,rss,direct
20 Minutes Economie,https://www.20minutes.fr,https://www.20minutes.fr/feeds/rss-economie.xml,,France,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the europe region audit, 2026-07-29. General daily, economy section.",2026-07-29 200 ok,rss,direct
BFM Business,https://www.bfmtv.com/economie/,https://www.bfmtv.com/rss/economie/,,France,,Paris,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,French,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
European Banking Authority,https://www.eba.europa.eu,,,France,,,Europe,Regulator,Finance,EU Agency,Companies; Funding; Hiring; Partnership; Economic Development,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
European Securities and Markets Authority,https://www.esma.europa.eu,,,France,,,Europe,Regulator,Finance,EU Agency,Companies; Funding; Hiring; Partnership; Economic Development,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
FrenchWeb,https://www.frenchweb.fr,https://www.frenchweb.fr/feed,,France,,Paris,National,Technology News,Technology,Technology News,Funding; Executive Hire; Company Expansion,French,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
International Energy Agency,https://www.iea.org,,,France,,,Global,Energy Data,Energy,International Organization,Energy Trends; Clean Energy; Economic Development; Policy,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
Journal du Net,https://www.journaldunet.com,https://www.journaldunet.com/rss/,,France,,Paris,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,French,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
L'Usine Digitale,https://www.usine-digitale.fr,https://www.usine-digitale.fr/rss/,,France,,Paris,National,Trade Publication,Technology,Trade Publication,Funding; Executive Hire; Company Expansion; Hiring,French,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
L'Usine Nouvelle,https://www.usinenouvelle.com,https://www.usinenouvelle.com/rss/,,France,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the europe region audit, 2026-07-29. Industry news; plant openings/closures and headcount.",2026-07-29 200 ok,rss,direct
La French Tech,https://lafrenchtech.gouv.fr,,,France,,,National,Startup Ecosystem,Technology,Government Program,Companies; Funding; Hiring; Partnership; Economic Development,English,Free/Paid,"Official source URL verified on 2026-07-27. Re-probed 2026-08-02: the path answers 200 with an Incapsula interstitial carrying a NOINDEX robots meta, not a feed.","2026-08-02 not live (200, 0 items: bot wall) (https://lafrenchtech.gouv.fr/en/feed/)",,direct
La Tribune,https://www.latribune.fr,https://www.latribune.fr/feed.xml,,France,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the europe region audit, 2026-07-29. Redirects to /rss/homepage. National business daily.",2026-07-29 200 ok,rss,direct
Les Echos,https://www.lesechos.fr,,,France,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the europe region audit, 2026-07-29. BLOCKED 403 to non-browser clients. Do not add; would look like a dead feed. Feed not wired: not live (403, 0 items) (https://www.lesechos.fr/rss/rss_entreprises.xml).","2026-07-29 not live (403, 0 items)",,direct
Maddyness,https://www.maddyness.com,https://www.maddyness.com/feed/,,France,,Paris,National,Startup Ecosystem,Technology,Startup Ecosystem,Funding,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",2026-07-29 200 ok,rss,direct
OECD AI Policy Observatory,https://oecd.ai,,,France,,,Global,AI Policy & Data,Artificial Intelligence,International Organization,AI; Policy; Skills Trends; Regulation,English,Free,Official source URL verified on 2026-07-27.,,,
OECD Data Explorer,https://data-explorer.oecd.org,,,France,,,Global,Economic & Labor Data,Economics,International Organization,Labor Market Trends; Salary Trends; Economic Development; Skills Trends,English,Free,Official source URL verified on 2026-07-27.,,,
RFI Economie,https://www.rfi.fr,https://www.rfi.fr/fr/economie/rss,,France,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the europe region audit, 2026-07-29. Public international broadcaster; economy.",2026-07-29 200 ok,rss,direct
Station F,https://stationf.co,,,France,Ile-de-France,Paris,Regional,Startup Incubator,Technology,Startup Incubator,Funding,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
deutsche-startups.de,https://www.deutsche-startups.de,,,Germany,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,German,Free,"Verified by the europe region audit, 2026-07-29. Server closes the connection on every attempt (RemoteDisconnected), browser UA included. Real outlet, currently unreachable programmatically. Feed not wired: not live (ERR, 0 items) (https://www.deutsche-startups.de/feed/).","2026-07-29 not live (ERR, 0 items)",,direct
EU-Startups,https://www.eu-startups.com,https://www.eu-startups.com/feed/,,Germany,,,Europe,Startup News,Technology,News Organization,Funding; Startups; Venture Capital; Product Launch,English,Free,Official source URL verified on 2026-07-27.,2026-07-29 200 ok,rss,direct
European Patent Office,https://www.epo.org,,,Germany,,,Europe,Patent Database,Intellectual Property,Patent Office,Patent; Technology; Company Research,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
Gruenderszene,https://www.businessinsider.de/gruenderszene/,,,Germany,Berlin,Berlin,National,Startup Ecosystem,Technology,Startup Ecosystem,Funding,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
Gruenderszene (feed),https://www.businessinsider.de/gruenderszene/,https://www.businessinsider.de/gruenderszene/feed/,,Germany,,Berlin,National,Startup Ecosystem,Technology,Startup Ecosystem,Funding; Executive Hire; Company Expansion,German,Free,Feed fetched and parsed 2026-07-29. The catalogue's Gruenderszene row has no feed of its own; this is the working one.,2026-07-29 200 ok,rss,direct
Handelsblatt,https://www.handelsblatt.com,https://www.handelsblatt.com/contentexport/feed/unternehmen,,Germany,,Dusseldorf,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,German,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
heise online,https://www.heise.de,https://www.heise.de/rss/heise-atom.xml,,Germany,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,German,Free,"Verified by the europe region audit, 2026-07-29. Atom. High volume tech news.",2026-07-29 200 ok,atom,direct
Startbase,https://www.startbase.com,https://www.startbase.com/topics/feed/feed/,,Germany,,Frankfurt,National,Startup Ecosystem,Technology,Startup Ecosystem,Funding; Executive Hire; Company Expansion,German,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
t3n,https://t3n.de,https://t3n.de/rss.xml,,Germany,,Hannover,National,Technology News,Technology,Technology News,Funding; Executive Hire; Company Expansion; Hiring,German,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
tagesschau Wirtschaft,https://www.tagesschau.de,https://www.tagesschau.de/wirtschaft/index~rss2.xml,,Germany,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,German,Free,"Verified by the europe region audit, 2026-07-29. Public broadcaster economy desk.",2026-07-29 200 ok,rss,direct
WirtschaftsWoche Unternehmen,https://www.wiwo.de,https://www.wiwo.de/contentexport/feed/rss/unternehmen,,Germany,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,German,Free,"Verified by the europe region audit, 2026-07-29. Business weekly, companies desk.",2026-07-29 200 ok,rss,direct
Citinewsroom,https://www.citinewsroom.com,,,Ghana,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. NO RSS - /feed/ returns HTML on both apex and www. The WordPress REST endpoint IS open and current (numbers here are from it); bare JSON array, needs a JSON reader. Re-probed 2026-08-02: the wp-json endpoint is a bare JSON array and national_press parses XML, so this row has produced zero items for as long as it has been wired while recording 200 ok. /feed/ on the apex and on www both redirect to the homepage as HTML. Ghana is covered by Ghana Business News, MyJoyOnline, Techlabari, Norvan Reports, 3News and the Ghanaian Times instead.","2026-08-02 not live (200, 0 items: JSON, not a feed) (https://www.citinewsroom.com/wp-json/wp/v2/posts?per_page=20)",,direct
